Tweet,Emotion
bruins_ gorddownie thehipdotcom it would be tragicallyhip if they can help toysforasmile make hospitalized ill kid smile, joy
bruins_ gorddownie thehipdotcom it would be tragicallyhip if they can help toysforagrin make hospitalized sick kid grin, joy
bruins_ gorddownie thehipdotcom it would be tragicallyhip if they can help toysforagrinning make hospitalized sick kid grinning, joy
bruins_ gorddownie thehipdotcom it would be tragicallyhip if they can help toysforasmiling make hospitalized sick kid smiling, joy
soyoprincess they irritate me them and their inch thick made up mask, anger
soyoprincess they rile me them and their inch thick made up mask, anger
soyoprincess they annoy me them and their inch thick made up mask, anger
lyssababe nif this room wa burning, anger
nerdist how cool would it be if stephenbyrne animated the scene, joy
nerdist how cool would it be if stephenbyrne animate the scene, joy
pastor foot away from shooting victim during protest say he is skeptical of official story shocking charlotteprotest charlotteriot, fear
pastor foot away from shot victim during protest say he is skeptical of official story shocking charlotteprotest charlotteriot, fear
pastor foot away from shoot victim during protest say he is skeptical of official story shocking charlotteprotest charlotteriot, fear
komaebun he just ha that way of thinking he want absolute hope born from absolute despair, sadness
komaebun he just ha that way of thinking he want absolute hope born from absolute desperation, sadness
honevbee close up shot of my ugly mug a continue to talk about blaine year after glee ha been dead, joy
honevbee close up shooting of my ugly mug a continue to talk about blaine year after glee ha been dead, joy
honevbee close up shoot of my ugly mug a continue to talk about blaine year after glee ha been dead, joy
honevbee close up shot of my ugly mug a continue to talk about blaine year after mirth ha been dead, joy
i can even celebrate my win or mourn my s cause first test week is that busy, sadness
i can even fete my win or mourn my s cause first test week is that busy, sadness
i got his bitch depress, sadness
i got his cunt depress, sadness
eachus at least he willing to discus better than most that and keep the insult light with occasional levity or creative b ing, joy
eachus at least he willing to discus better than most that and keep the contumely light with occasional levity or creative b ing, joy
eachus at least he willing to discus better than most that and keep the insult illumination with occasional levity or creative b ing, joy
eachus at least he willing to discus better than most that and keep the insult light-headed with occasional levity or creative b ing, joy
eachus at least he willing to discus better than most that and keep the insult light-colored with occasional levity or creative b ing, joy
it not that the man did not know how to juggle he just didn have the ball to do it funny pun punny lol hilarious, joy
it not that the man did not know how to juggle he just didn have the ball to do it funny pun punny lol uproarious, joy
so survived spin trying to get down the stair wa hilarious tho jellylegs, joy
so survived spin trying to get down the stair wa uproarious tho jellylegs, joy
go help the cause plantingaseed net recovery sober addiction, sadness
go assist the cause plantingaseed net recovery sober addiction, sadness
go help the cause plantingaseed net recuperation sober addiction, sadness
go help the cause plantingaseed net convalescence sober addiction, sadness
jagtron black are good at provoke them self blaming on white when black cop shooting black, anger
jagtron black are well at provoke them self blaming on white when black cop shooting black, anger
jagtron black are good at provoke them self blaming on lily-white when black cop shooting black, anger
jagtron black are good at provoke them self blaming on white-hot when black cop shooting black, anger
